customer_id,first_name,last_name,email,signup_date,risk_profile,marketing_opt_in
421,Bobby,Smith,amber16@example.com,2024-02-17,Low,False
422,Elizabeth,Smith,brittany67@example.net,2025-09-21,High,True
423,Joshua,Powell,amber30@example.org,2023-05-09,Medium,True
424,Michael,Osborn,jonesandrea@example.net,2023-03-22,Low,False
425,Julie,Gordon,escobarlorraine@example.com,2025-07-16,Medium,True
426,Taylor,Ward,jasonbrown@example.org,2022-11-22,High,True
427,Anna,Jones,yburns@example.org,2024-10-18,Low,False
428,Jillian,Pham,droman@example.com,2025-06-24,Low,True
429,Jeffrey,Odom,gina89@example.net,2023-10-31,Medium,False
430,Dalton,Estes,fmitchell@example.net,2023-05-27,Medium,False
431,Patrick,Moore,umartin@example.net,2025-04-23,Medium,False
432,Andrea,Martinez,crosssteven@example.net,2023-06-09,High,True
433,Erika,Hines,donaldbishop@example.net,2023-08-12,Low,True
434,Daniel,Golden,johnstokes@example.com,2025-06-15,Low,False
435,Christopher,Johnson,bethcolon@example.net,2024-04-04,Medium,True
436,Tammy,English,thomaslatoya@example.net,2024-12-23,Low,False
437,Victor,Stevenson,lindsey17@example.org,2023-09-19,Medium,True
438,Mary,Bartlett,barnesderek@example.org,2025-05-12,Medium,True
439,Peggy,Gay,markbrewer@example.org,2023-05-03,Medium,True
440,Jason,Gonzalez,ashley58@example.org,2024-04-27,Medium,True
441,Amy,Delacruz,tammy08@example.org,2024-12-03,Low,True
442,Keith,Holmes,chavezchristina@example.org,2024-05-20,Medium,True
443,Steven,Lawrence,whitebrenda@example.net,2024-12-16,High,True
444,Deborah,Lawrence,rebecca13@example.org,2023-05-29,High,False
445,Christopher,Williams,barbarasantos@example.com,2025-01-26,Medium,False
446,Cynthia,Smith,juliafrazier@example.com,2024-08-12,High,False
447,Lisa,Smith,hgray@example.com,2024-04-19,Medium,True
448,Michele,Maldonado,grantalexander@example.com,2024-08-31,Medium,True
449,Taylor,Paul,awalsh@example.org,2023-02-17,Low,True
450,Heather,Keller,jogross@example.org,2024-07-04,Medium,True
451,Sierra,Watson,allenlinda@example.org,2024-03-25,Medium,False
452,Monica,Smith,lindamills@example.org,2024-10-14,Low,False
453,Travis,Munoz,riley19@example.net,2025-02-26,Medium,False
454,Brandi,Fuller,lisaalexander@example.com,2024-03-10,Low,False
455,Heather,Allen,brandon51@example.net,2025-04-14,Low,False
456,Michael,Mercado,dustinnewman@example.net,2024-12-25,Medium,False
457,Brittany,Vega,carolynstafford@example.net,2024-03-06,Low,False
458,David,Holt,adam16@example.net,2022-11-23,High,False
459,David,Holmes,daniel68@example.net,2024-07-15,Medium,True
460,Jonathan,Hess,payneashley@example.org,2023-12-29,High,True
461,Andrea,Barker,jsantana@example.com,2024-05-31,Medium,False
462,Sean,Marshall,angela35@example.com,2023-05-26,Medium,False
463,Margaret,Rosales,michaelrios@example.net,2023-04-10,Medium,True
464,Richard,Johnson,hmejia@example.net,2024-07-26,Low,False
465,Alexandra,Rogers,lindseysmith@example.org,2023-08-20,High,False
466,Tiffany,Obrien,holderkaren@example.net,2024-03-17,Low,True
467,Rhonda,Collins,curtis20@example.com,2023-05-01,High,True
468,Jennifer,Wright,joshuacunningham@example.net,2024-02-13,Low,True
469,Linda,Ryan,mitchellbrian@example.org,2024-02-19,Low,False
470,Jennifer,Thomas,gallaghermark@example.net,2025-07-12,Low,False
471,Nicole,Taylor,caseyzimmerman@example.com,2025-01-25,Medium,True
472,Shelby,Butler,ralph40@example.com,2025-09-27,Medium,True
473,Sarah,Turner,ybennett@example.com,2023-03-26,Low,True
474,Jonathan,Potter,joshua59@example.org,2023-07-31,Low,True
475,Victoria,Young,coopertiffany@example.org,2023-05-08,Low,True
476,Amber,Lopez,trhodes@example.com,2025-06-27,High,False
477,Glen,Gonzalez,saustin@example.com,2023-11-08,High,False
478,Theresa,Crawford,bmorales@example.org,2025-06-19,High,False
479,George,Lawson,odomjessica@example.net,2023-09-08,High,False
480,Natalie,Andrews,holly30@example.org,2025-10-12,Low,True
481,David,Farrell,whitecheryl@example.org,2025-06-01,Medium,False
482,Noah,Joyce,zmontgomery@example.com,2024-06-28,Medium,True
483,Courtney,Thomas,garcialinda@example.org,2024-05-29,High,True
484,Megan,Carlson,wellsmichael@example.org,2025-06-13,Medium,False
485,James,Rivera,martinezkelly@example.net,2025-06-08,Low,True
486,Ross,Shannon,ureese@example.net,2025-08-30,Low,False
487,Trevor,Harper,vbradley@example.net,2025-06-14,Low,False
488,Jeff,Knapp,pricetheresa@example.com,2023-10-04,Medium,False
489,Megan,Brewer,craigraymond@example.com,2024-08-01,High,True
490,Erica,Marks,griffithscott@example.net,2025-09-29,Medium,True
491,Charles,Fox,egallagher@example.net,2024-01-08,Low,False
492,Donald,Krueger,eric29@example.net,2022-12-06,Low,True
493,James,Lane,zoe97@example.net,2024-10-20,High,False
494,Alexis,Murphy,kristen27@example.com,2025-03-11,Medium,True
495,Heather,Wallace,jmorales@example.net,2025-10-14,Low,True
496,Randy,Livingston,bpope@example.org,2023-03-10,Low,True
497,Anthony,Green,morrisnicholas@example.com,2024-03-28,High,True
498,Melissa,Martinez,michaelstephanie@example.com,2022-12-26,Low,False
499,Rebecca,Gardner,donaldsonmatthew@example.org,2025-11-13,Medium,True
500,Dwayne,Fuller,brownsteven@example.com,2023-04-13,Medium,False
501,Cory,Davis,floydapril@example.net,2024-06-30,Low,True
502,John,Bailey,kevin19@example.com,2025-06-27,High,False
503,Joshua,Diaz,harperapril@example.com,2025-06-20,Medium,True
504,David,Herrera,dhenderson@example.org,2024-07-09,High,False
505,Cesar,Shah,francoandrew@example.com,2024-04-18,Medium,True
506,Randy,Pittman,juliabrown@example.com,2023-01-27,Medium,True
507,Sandra,Morales,nelsonjessica@example.org,2024-07-26,Medium,False
508,Michael,Gomez,fbruce@example.com,2025-07-16,High,True
509,Steven,Todd,sheila59@example.net,2023-05-20,Low,False
510,Stephanie,Jackson,raymondlucas@example.com,2025-03-05,Medium,True
511,Gabriel,Palmer,andrademichael@example.net,2025-02-12,High,False
512,Michael,Ramirez,conradvanessa@example.net,2024-07-03,Low,True
513,Michelle,Sherman,shawn15@example.com,2024-03-22,Medium,False
514,Christopher,Bridges,ayaladavid@example.com,2023-12-08,Medium,True
515,Kristina,Finley,johnsonsamantha@example.com,2023-03-01,Low,False
516,Lindsay,Clark,rowemelissa@example.org,2023-03-06,High,True
517,Gary,Johnson,aflores@example.org,2023-03-30,Low,False
518,Jonathan,Richardson,christophercrosby@example.com,2025-06-01,High,False
519,Kelly,Farley,johnny54@example.com,2024-10-30,High,True
520,Jill,Stout,awatson@example.com,2023-11-18,Medium,False
521,Daniel,Ramos,rodriguezashley@example.org,2024-05-05,Low,False
522,Anthony,Holmes,jennifer70@example.net,2023-01-26,High,False
523,Douglas,Wagner,parkermichael@example.com,2025-02-14,High,False
524,Lawrence,Byrd,woodwardchristine@example.net,2024-12-21,Low,True
525,Edward,Martin,njackson@example.net,2025-07-11,High,False
526,Stephanie,Chavez,shaunmoses@example.com,2025-10-12,High,False
527,Tracy,Wilcox,evansandrea@example.org,2023-04-22,Medium,True
528,Brianna,Clark,eduardo04@example.net,2025-07-22,Medium,True
529,Jessica,Roberts,angelamckay@example.org,2024-03-23,Medium,False
530,Annette,Wall,andrewjohnson@example.org,2025-07-18,High,True
531,Andrea,Martinez,judithgentry@example.com,2024-10-22,Medium,True
532,Mary,Meyer,valerie51@example.com,2025-02-23,Low,True
533,Ashlee,Morgan,kathleencox@example.net,2023-10-12,Low,False
534,Leon,Vega,richard04@example.org,2025-06-04,High,True
535,Stephanie,Fritz,jkelly@example.org,2025-05-26,Low,False
536,Stephen,Barnes,tina05@example.org,2025-07-12,Low,True
537,Phillip,Long,ybell@example.org,2025-07-03,High,True
538,Anna,Hayes,sierrabrown@example.org,2025-11-08,Medium,True
539,Russell,Michael,browncheryl@example.net,2022-11-23,High,True
540,Jessica,Ramirez,pcampbell@example.net,2025-04-29,Medium,False
541,Courtney,Fritz,lford@example.org,2024-12-01,Medium,False
542,Misty,Allen,biancasloan@example.com,2023-02-28,Medium,False
543,Kelly,Mckay,kelly39@example.com,2025-08-09,High,False
544,Jeffrey,Young,randysmith@example.net,2024-12-05,Low,False
545,Patricia,Hayes,thansen@example.org,2022-12-30,Low,False
546,Kendra,King,jonathanstephens@example.org,2025-07-22,Medium,False
547,Adrian,White,osmith@example.com,2024-12-21,Medium,True
548,Donald,Hughes,laura06@example.org,2024-01-22,Low,False
549,Erin,Baker,valerieobrien@example.org,2024-01-15,Medium,False
550,Kathryn,Mcclain,xflores@example.net,2022-12-15,Low,False
551,Jill,Decker,baileynancy@example.org,2023-08-22,High,False
552,Kelly,Freeman,tiffanymartin@example.net,2024-05-24,Low,False
553,Martha,Johnson,sandy44@example.org,2025-07-04,High,True
554,Christine,Schmidt,loganjames@example.org,2023-09-19,High,False
555,Jack,Torres,hudsondana@example.org,2023-09-27,Low,False
556,Jessica,Taylor,robin81@example.org,2025-05-29,Low,True
557,Theresa,Martin,julie92@example.net,2025-09-28,Medium,True
558,Stacey,Cantu,aaronwhite@example.com,2022-11-26,High,True
559,Steve,Wright,batesbrandon@example.org,2024-12-30,Low,True
560,Mary,Henderson,rodriguezjason@example.com,2023-01-08,High,False
561,Ryan,Wong,yrodriguez@example.net,2024-02-25,Low,True
562,Christina,Thomas,robertsandrew@example.org,2025-04-17,Low,True
563,Diana,Nguyen,tina90@example.org,2025-01-21,High,True
564,Katie,Oconnor,sean57@example.com,2025-09-15,Medium,True
565,Bob,Robinson,tranleroy@example.org,2025-03-12,Medium,False
566,Brian,Gregory,brendaewing@example.org,2023-12-19,Low,True
567,William,Martin,valentinekari@example.org,2025-10-01,Low,True
568,Samantha,Munoz,barkernicholas@example.org,2024-09-04,High,True
569,Justin,Brown,christopheroconnor@example.com,2023-03-03,Medium,False
570,Daniel,Armstrong,jeffreybrennan@example.org,2022-11-25,Medium,False
571,Julie,Ellis,jeffreypaul@example.org,2025-04-02,High,True
572,Ryan,Moore,maurice79@example.org,2024-10-02,High,False
573,Jennifer,Church,kristin68@example.net,2023-10-22,High,True
574,Tyler,Smith,vhall@example.com,2025-04-03,High,False
575,Allen,Colon,teresa88@example.net,2025-07-30,High,True
576,Lisa,Nguyen,billymiddleton@example.net,2024-03-08,Medium,False
577,Brittany,Thompson,andrew47@example.com,2023-01-01,Low,False
578,Sarah,Ford,robin31@example.org,2023-06-05,Low,True
579,Melissa,George,bpennington@example.org,2023-07-28,Medium,False
580,Alexander,Rodriguez,lharris@example.net,2024-10-07,Low,True
581,Anna,Wood,andreamclaughlin@example.org,2024-12-01,High,False
582,Edward,Erickson,mendozavictoria@example.com,2024-01-18,Low,True
583,Alexander,Diaz,charles87@example.org,2025-07-14,High,True
584,Brian,Marshall,diazmichael@example.com,2024-03-21,Medium,True
585,Sue,Conway,jonesjames@example.net,2023-09-25,Low,True
586,Cheyenne,Morrison,michael98@example.com,2023-10-04,Low,False
587,Richard,Bell,alice24@example.org,2023-08-01,High,False
588,Debra,Morrow,daniel23@example.com,2025-04-07,Low,False
589,Mark,Green,jennifer59@example.com,2023-12-08,Low,False
590,John,Cook,kristigutierrez@example.net,2025-09-19,Medium,True
591,Cindy,Hunter,ianderson@example.org,2024-11-26,High,False
592,Craig,Perez,ktorres@example.org,2023-05-31,Medium,False
593,Ricky,Harper,jeffrey94@example.org,2023-01-23,Medium,False
594,Bruce,Baker,darrenpineda@example.org,2025-09-16,Medium,True
595,Jennifer,Meadows,jeremiah03@example.com,2025-07-28,Medium,True
596,Martin,Coleman,hillandrea@example.com,2025-06-29,High,False
597,Gabriel,Chung,vboyle@example.net,2023-12-11,Low,False
598,Andrea,Carter,daguirre@example.org,2025-05-08,Medium,False
599,Darren,Pratt,robinsonjoshua@example.net,2024-10-22,Medium,False
600,Ashley,Nguyen,olawrence@example.com,2025-08-06,Medium,True
601,Joshua,Fuller,caseyerin@example.org,2023-08-29,Low,True
602,Karen,Bauer,craigfitzpatrick@example.net,2025-01-29,Medium,False
603,Jessica,Williams,choffman@example.net,2024-05-11,High,False
604,Destiny,Roberts,james22@example.com,2024-04-15,Low,False
605,Matthew,Brown,nelsonsamantha@example.org,2024-01-10,High,True
606,Eric,Lee,hernandezdanny@example.net,2025-05-25,Medium,False
607,Cody,Fields,scottseth@example.com,2025-09-15,Medium,True
608,Vincent,Gross,robert45@example.com,2023-02-24,Medium,True
609,Jennifer,Miller,jamie29@example.com,2025-04-21,Low,False
610,Christina,Sanchez,emilyarnold@example.com,2025-08-18,High,False
611,Melinda,Barnes,kpacheco@example.net,2023-05-11,High,True
612,Tracey,Walter,harrisbenjamin@example.org,2024-03-22,High,False
613,Jessica,Henderson,lauriehanson@example.net,2023-06-09,High,True
614,Jonathan,Matthews,jonesmason@example.com,2023-03-20,Medium,False
615,Billy,Anderson,nathan83@example.org,2025-03-27,High,True
616,Andre,Robinson,carolynrodriguez@example.com,2024-01-01,Medium,True
617,James,Garcia,hkim@example.net,2023-09-30,Low,True
618,Charles,Peters,marycherry@example.net,2023-02-18,Medium,True
619,Robert,Moore,mcintoshalexis@example.org,2025-07-04,High,True
620,Stacy,Sanchez,tylerkrueger@example.org,2024-07-30,Medium,True
621,David,Frank,david26@example.com,2024-11-22,High,False
622,Peter,Williamson,jessica59@example.net,2023-10-20,Medium,False
623,Justin,Pierce,jason64@example.net,2024-03-09,Low,True
624,Sharon,Cabrera,mortonallison@example.org,2024-03-23,Low,True
625,John,Patrick,rogercuevas@example.net,2025-10-14,Low,False
626,Melanie,Castillo,cynthiahawkins@example.com,2023-11-16,Low,True
627,Gina,Cox,lisa80@example.net,2024-09-26,High,False
628,James,Gonzalez,sonyajackson@example.com,2023-04-28,High,False
629,Kathryn,Evans,wilsonjennifer@example.net,2025-04-27,Low,False
630,Kyle,Walters,owinters@example.org,2025-08-03,Low,False
631,Nicole,Wise,margaretmanning@example.com,2025-10-18,High,True
632,Robert,Martinez,kparsons@example.org,2025-04-02,Medium,True
633,David,Ortega,butlerrandy@example.com,2024-08-16,Low,False
634,Teresa,Smith,ybeard@example.org,2023-10-20,Low,False
635,Donald,Barrett,bvazquez@example.org,2025-07-21,High,True
636,William,Johnson,gwalker@example.net,2023-08-30,Medium,True
637,Joseph,Webster,sierra51@example.com,2023-02-18,Low,True
638,Kimberly,Herrera,mitchellcaleb@example.com,2024-04-12,Low,True
639,Christina,Austin,zmiller@example.com,2024-10-23,Low,False
640,Eric,Crawford,karenwhite@example.com,2022-12-24,High,True
641,Jeff,Allen,katherinenewton@example.com,2025-05-15,Medium,True
642,Valerie,Clements,leah78@example.net,2023-10-04,High,False
643,Chelsea,Curtis,patriciabass@example.com,2023-09-07,High,False
644,Douglas,James,ihurst@example.com,2025-09-23,High,False
645,Kimberly,Garza,william60@example.org,2025-09-26,High,False
646,James,Johnson,heatherjones@example.net,2024-10-05,High,True
647,Samantha,Stevens,jessicahernandez@example.net,2022-11-22,Medium,False
648,Sydney,Carr,tmahoney@example.net,2025-07-26,High,True
649,Christine,Cordova,susan85@example.org,2025-05-03,Low,False
650,Jessica,Ware,morganramsey@example.net,2023-05-30,Low,False
651,Theresa,Brown,jason37@example.net,2024-04-13,Medium,True
652,Rebecca,Austin,dawsonwilliam@example.net,2025-09-18,Medium,False
653,Robert,Oconnor,davidsonwilliam@example.com,2024-04-20,High,False
654,James,Smith,lisavargas@example.org,2022-11-16,Medium,True
655,Timothy,Mclean,pateljessica@example.org,2023-09-10,Low,True
656,Kayla,Mccoy,vmartinez@example.net,2023-09-02,Low,False
657,Anthony,Bates,madelinejones@example.net,2024-04-23,Medium,True
658,Joshua,Morales,aarontucker@example.org,2023-02-19,High,False
659,Hannah,Fitzgerald,xsmith@example.net,2024-09-30,Medium,True
660,Andrew,Farmer,alexandercombs@example.org,2023-03-07,High,True
661,Tiffany,Gibson,hodgejames@example.org,2023-12-20,Medium,True
662,Timothy,Thompson,emily53@example.net,2025-07-16,Low,True
663,Daniel,Mason,millskimberly@example.net,2025-04-10,High,False
664,Tonya,Beltran,ritajackson@example.net,2023-11-06,Low,False
665,Mariah,Gray,aroberts@example.org,2024-06-17,High,False
666,Kenneth,Franklin,pearsonlauren@example.com,2024-07-16,Medium,True
667,Erika,Carlson,karmstrong@example.org,2022-12-17,High,False
668,Kim,Vasquez,tiffany20@example.com,2024-10-17,High,True
669,Mary,Thomas,mkaufman@example.org,2023-01-04,High,True
670,Sara,Miller,englishjeffrey@example.net,2025-03-18,Medium,False
671,Eric,Boyer,richardmooney@example.com,2025-11-04,High,True
672,Aaron,Lee,christopherwarren@example.org,2025-09-06,High,False
673,Julie,Reed,hughesnicole@example.org,2024-05-08,Medium,True
674,Cody,Perez,perezjamie@example.com,2024-10-25,Medium,False
675,Susan,Garcia,omarquez@example.org,2025-07-06,High,True
676,Christopher,Jennings,michaellogan@example.org,2023-05-29,Low,True
677,Michelle,Collins,aprilwebb@example.com,2025-03-26,High,False
678,Brian,Mccoy,thomasjessica@example.net,2024-04-22,Low,False
679,Claudia,Rivera,dkent@example.net,2025-01-29,Medium,False
680,Joshua,Landry,kellyferguson@example.net,2024-07-21,Low,False
681,Ashley,Allen,acostaallen@example.net,2025-02-15,High,False
682,Courtney,Carrillo,jonathanhurst@example.net,2025-09-16,Low,True
683,Dennis,Cantu,iwolf@example.net,2025-03-27,High,False
684,Zachary,Miller,youngryan@example.org,2025-03-26,Low,True
685,Yvette,Cannon,whitehannah@example.com,2024-04-06,Medium,False
686,Angela,Miles,william36@example.com,2025-09-30,Medium,True
687,Cindy,Michael,andrew01@example.org,2022-12-29,Medium,False
688,Andrew,Wells,dominguezkyle@example.net,2025-06-23,Low,False
689,Stephen,Zimmerman,scott91@example.org,2024-11-30,Medium,True
690,Kaitlyn,Roberts,alex25@example.com,2024-01-16,High,False
691,Angela,Stark,barrettemily@example.com,2025-01-23,High,True
692,David,Valdez,angela42@example.com,2024-07-17,Low,False
693,Peter,Pratt,christensendavid@example.net,2022-11-19,High,True
694,Cheryl,Ayala,josephcarroll@example.org,2025-03-12,Medium,True
695,Michael,Kerr,wardashley@example.com,2025-04-18,Medium,False
696,Shawn,Lee,lawsonerik@example.com,2023-08-02,Low,False
697,Kimberly,Johnson,amandawaller@example.org,2022-11-29,High,False
698,Crystal,Rivers,megansnyder@example.com,2023-10-12,Medium,False
699,Patricia,Brennan,walter07@example.org,2025-08-19,Medium,True
700,Shannon,Kim,teresarussell@example.net,2024-05-12,Medium,True
701,Tony,Bruce,jonesmarc@example.org,2023-01-04,Low,True
702,Kimberly,Torres,stevenmiller@example.com,2024-08-30,Medium,False
703,Jay,Mccarthy,daniellopez@example.net,2024-09-21,High,True
704,Lauren,Frank,dianaparker@example.org,2024-08-02,High,True
705,David,Anderson,spearschristina@example.com,2024-04-01,Low,True
706,Kyle,Thompson,calebsanchez@example.com,2025-06-02,Low,False
707,Rachel,Sanchez,angelica92@example.org,2025-08-20,Low,True
708,Tiffany,Garcia,charlottebrown@example.org,2025-10-16,Medium,True
709,Phillip,Coleman,tbarker@example.net,2024-03-08,High,False
710,Andres,Grimes,elliottkeith@example.com,2022-12-29,Low,False
711,Chelsea,Richmond,crystalmorse@example.net,2023-09-29,High,True
712,Sara,Wang,jhawkins@example.net,2023-04-28,High,True
713,Ellen,Davis,ejones@example.org,2024-01-09,Medium,False
714,Joseph,Leonard,mullenrodney@example.org,2022-12-03,Low,True
715,William,Powers,amandajordan@example.org,2025-06-18,High,False
716,Jeremy,Chung,baileymatthew@example.net,2023-06-11,Low,False
717,Andrew,Williams,jonesmisty@example.com,2025-06-16,High,True
718,Carolyn,Levine,myerskelsey@example.net,2023-03-16,Low,True
719,Sean,Solis,ywilson@example.net,2024-08-22,Medium,False
720,Sarah,Stuart,otaylor@example.com,2024-01-01,High,True
721,Rebekah,Carlson,veronicacampbell@example.net,2024-09-20,Low,False
722,Jesse,Smith,ericaflores@example.com,2025-02-03,High,True
723,Tiffany,Roy,elutz@example.net,2025-08-02,Low,False
724,Stefanie,Graham,emilyaustin@example.net,2023-12-25,High,True
725,Bonnie,Harris,cody94@example.net,2025-09-13,Low,True
726,Donna,Wilson,christopherbutler@example.net,2024-06-24,High,True
727,Kimberly,Thomas,manningmatthew@example.net,2025-08-29,Medium,False
728,Shelly,Buck,ucampbell@example.com,2025-10-20,High,True
729,Denise,Richardson,csimmons@example.net,2023-09-28,Low,False
730,Marie,Calhoun,barrettcindy@example.org,2025-02-15,High,True
731,Kyle,Hall,lhansen@example.com,2024-11-15,Low,False
732,Madison,Lopez,diane56@example.net,2025-09-09,Medium,False
733,Brenda,Allen,jennifer23@example.net,2022-12-22,Medium,True
734,James,Thompson,cynthiarhodes@example.net,2024-08-12,High,True
735,Denise,Vance,wintersandrea@example.org,2024-09-15,Medium,False
736,Kyle,Cole,rrocha@example.net,2025-08-21,Medium,True
737,Amber,Madden,melissaramirez@example.com,2024-09-19,Medium,True
738,Xavier,Brown,dwarren@example.org,2023-10-23,Low,True
739,Stephanie,Gates,theresaharrison@example.com,2023-08-18,High,True
740,Savannah,Taylor,martinvincent@example.com,2025-09-11,Low,True
741,Jeffrey,Higgins,donald35@example.net,2025-01-28,Medium,False
742,Robert,Ortega,phillipsjennifer@example.com,2025-03-26,Low,True
743,Juan,Walker,rachel69@example.com,2023-05-18,Medium,True
744,Michelle,Ortiz,cynthia07@example.net,2024-05-20,Low,True
745,Jeremiah,Ford,villajeffrey@example.com,2024-01-24,High,False
746,Gregory,Brewer,lewistanner@example.org,2023-07-25,Medium,True
747,Jason,Becker,joseph29@example.org,2024-05-27,Low,False
748,Kevin,Jones,wattsjames@example.org,2024-09-08,High,False
749,Pamela,Crawford,hsnyder@example.org,2024-12-20,Medium,True
750,Christina,Young,gary61@example.net,2023-02-08,Medium,True
751,Alicia,Mendez,htravis@example.net,2023-12-13,Low,False
752,Dillon,Turner,brucelaura@example.org,2024-12-05,Medium,True
753,Kristine,Gomez,michaelday@example.net,2023-09-02,High,False
754,Danielle,Hayes,crawfordkyle@example.org,2024-05-28,Low,False
755,Billy,Goodman,randy07@example.com,2024-02-02,High,False
756,Travis,Cummings,jorge79@example.net,2024-04-29,Low,True
757,Joseph,Browning,teresa15@example.com,2025-05-07,Low,True
758,Daniel,Cole,kevin35@example.org,2025-05-12,High,True
759,Renee,Olson,carol04@example.org,2023-02-23,Low,False
760,Bethany,Davis,ronald65@example.org,2025-05-27,Low,True
761,Vincent,Cox,arusso@example.com,2025-03-02,Medium,True
762,Adam,Jensen,abigailhatfield@example.net,2024-10-04,High,False
763,Robin,Miller,bakerjessica@example.net,2025-10-11,High,True
764,Timothy,Taylor,dawnmckay@example.org,2024-06-01,Medium,True
765,Brian,Bradley,nrandall@example.org,2023-03-05,Low,False
766,Danielle,Olson,juan14@example.org,2024-11-28,Medium,False
767,Kayla,Casey,josephoscar@example.net,2023-11-14,High,False
768,Gregory,Turner,iwilliams@example.net,2023-01-18,Medium,True
769,Joshua,Wells,cervantessamuel@example.org,2025-10-02,Medium,False
770,Cathy,Rivera,donald67@example.com,2025-08-24,High,False
771,Karen,Parker,joshua63@example.com,2023-03-31,High,False
772,Joshua,Brown,greenesteven@example.org,2023-12-21,Low,True
773,Anthony,Rodriguez,noah57@example.com,2024-03-28,Low,False
774,Brian,Hayes,kevinduncan@example.org,2024-11-29,Medium,False
775,Amber,Rodriguez,aguilarsheila@example.org,2025-04-26,Low,True
776,Ashley,Cooper,diazcrystal@example.com,2025-01-07,Low,True
777,Ronald,Carlson,williamshepherd@example.org,2025-01-25,High,False
778,Francis,Mendoza,keith63@example.org,2023-03-14,High,False
779,David,Ortiz,christopherwashington@example.org,2024-12-03,Medium,True
780,Cheryl,King,gguerrero@example.net,2023-11-07,Low,True
781,Elizabeth,Vargas,muellermelissa@example.org,2024-02-05,Low,False
782,Anthony,Montgomery,kevin62@example.com,2023-04-23,High,False
783,Jason,Davis,michaelcrawford@example.com,2024-09-29,High,True
784,Denise,Harrell,jackgonzalez@example.com,2023-01-02,High,False
785,Pamela,Lewis,hollymclean@example.net,2022-11-29,High,False
786,Kelly,Norris,monica26@example.com,2025-05-14,Medium,True
787,Robin,David,hollandsteven@example.com,2023-08-26,Medium,True
788,Cassandra,Green,benjamin55@example.com,2023-01-15,Low,True
789,Jeffrey,Griffin,austinamanda@example.com,2022-12-18,High,True
790,Chad,Soto,jasongillespie@example.org,2025-11-05,Low,False
791,Steven,Munoz,wgeorge@example.org,2024-03-09,Low,True
792,Kelly,Porter,deniseschmitt@example.org,2024-02-09,Low,False
793,Christina,Gonzales,lopezjean@example.org,2025-07-21,Low,False
794,Emily,Mcpherson,elizabethweber@example.org,2023-06-18,High,False
795,Jonathan,Williams,brittney51@example.net,2025-09-15,Low,True
796,Samantha,Morse,mcguirechristopher@example.org,2025-01-27,High,True
797,Christopher,Reynolds,gewing@example.net,2024-01-03,High,False
798,Scott,Kent,wilkersontiffany@example.org,2024-05-18,Low,False
799,Frederick,Bradley,normanmatthew@example.com,2023-11-20,Medium,False
800,Emily,Estrada,echambers@example.com,2023-02-05,Low,False
801,Pamela,Parker,kevinmcintyre@example.net,2024-10-20,Medium,True
802,Mason,Williams,rogerskevin@example.com,2024-03-13,Medium,False
803,Sara,Cohen,tatechristian@example.com,2023-03-25,High,True
804,Krystal,Pruitt,adam80@example.org,2024-05-24,Low,True
805,Victoria,Mata,mike69@example.net,2023-11-01,Low,True
806,Kathryn,Anderson,dbradford@example.com,2025-03-03,High,False
807,Kelly,Allen,fsalas@example.net,2023-07-10,High,False
808,Derek,Patterson,wilsonkathryn@example.org,2023-02-19,High,True
809,Jodi,Jones,devin10@example.net,2025-08-30,High,False
810,Denise,Walker,kim64@example.net,2025-05-01,High,False
811,Nicole,Miller,imiller@example.net,2023-04-03,Medium,True
812,Jason,Brown,pwilliams@example.com,2023-02-21,Low,True
813,Emily,Williams,john18@example.com,2025-02-14,High,True
814,James,Griffin,wolfeeric@example.com,2023-01-29,Low,True
815,Michael,Murphy,lopezsharon@example.org,2023-05-16,Low,False
816,Walter,Rodriguez,timothydavies@example.org,2025-05-27,Medium,False
817,James,Robinson,richard01@example.org,2024-08-29,High,False
818,Jennifer,Lucero,mckeejoshua@example.com,2025-04-18,Medium,False
819,April,Williams,colleenfarley@example.com,2025-02-10,High,False
820,Hannah,White,phillipsmonica@example.com,2023-02-05,Medium,True
821,Erin,Nunez,powellrachel@example.com,2023-06-01,High,False
822,Juan,Edwards,anash@example.org,2025-05-11,High,False
823,Justin,Phillips,manuelsantiago@example.com,2025-06-07,Low,True
824,Zachary,Duncan,heidi16@example.net,2023-04-23,Medium,True
825,Jessica,Ellis,chasepaula@example.com,2023-02-22,Low,False
826,Peter,Dorsey,alexanderkelsey@example.com,2024-03-14,Medium,True
827,Carl,Collins,zcox@example.org,2025-08-29,Low,False
828,Breanna,White,bmay@example.org,2023-11-02,Medium,False
829,Diane,Morgan,christinamedina@example.com,2024-06-16,High,False
830,Amanda,Diaz,campbelljose@example.net,2023-03-30,High,True
831,Mary,Gentry,tayloramy@example.net,2025-01-08,High,False
832,Thomas,Kaiser,christina74@example.net,2024-04-20,Medium,False
833,Michael,Smith,michaelcasey@example.org,2025-06-07,Medium,False
834,Allen,Martin,farrellanthony@example.net,2023-05-29,Medium,False
835,Jerry,Harris,pstevenson@example.com,2024-08-18,Low,True
836,Jennifer,Swanson,carrolllogan@example.org,2024-09-05,Low,True
837,Sherry,Vargas,traciejames@example.com,2025-11-04,High,True
838,Terri,Palmer,brandonrocha@example.com,2023-03-23,Low,True
839,Olivia,Lyons,holmesstephen@example.org,2024-04-10,High,False
840,Matthew,Lutz,kdavis@example.com,2023-07-03,Medium,False
841,Justin,Diaz,rconner@example.org,2023-04-17,Low,True
